	14517X1	14517X2	14517X3	14517X10	14517X11	14517X12
YDL233W	253	200	160	444	397	333
YDL232W	378	302	384	299	298	310
YDL231C	1092	832	790	1119	1044	1051
YDL230W	280	225	230	504	504	480
YDL229W	39217	32374	32211	14461	15256	14487
YDL227C	178	181	413	29	47	65
YDL226C	1417	1135	1133	1383	1532	1503
YDL225W	1105	882	757	1109	1067	951
YDL224C	704	542	469	632	657	581
YDL223C	437	384	240	1214	975	971
YDL222C	245	146	38	525	402	390
YDL220C	322	251	249	434	460	394
YDL219W	382	315	367	351	304	307
YDL218W	22	17	20	34	34	32
YDL217C	273	223	250	334	356	381
YDL216C	180	136	100	171	148	153
YDL215C	2800	2131	1386	3685	2760	2341
YDL214C	39	39	21	86	73	59
YDL213C	624	557	491	379	440	463
YDL212W	1932	1563	1560	1192	1118	1019
YDL211C	81	57	50	49	40	75
tG(GCC)D1	0	0	0	1	0	1
YDL210W	41	31	33	38	38	33
YDL209C	135	142	166	209	257	264
YDL208W	2110	1660	1726	1239	1430	1392
YDL207W	319	285	243	313	341	307
YDL206W	378	272	234	515	482	409
YDL205C	729	557	659	591	676	559
YDL204W	932	610	220	1042	818	689
YDL203C	475	414	375	547	592	566
YDL202W	353	296	267	303	286	300
YDL201W	1026	886	880	731	792	702
YDL200C	132	99	87	170	148	124
YDL199C	168	108	86	369	263	255
YDL198C	613	456	429	214	223	191
YDL197C	617	505	342	724	664	640
YDL195W	2768	1869	1943	1788	1748	1955
YDL194W	301	207	151	330	246	252
YDL193W	818	641	533	993	847	852
YDL192W	7091	6045	6297	5282	4972	4664
YDL191W	2750	2177	2578	1478	1422	1238
YDL190C	1414	1039	976	1462	1351	1238
YDL189W	853	752	736	1067	1101	1100
YDL188C	698	603	535	594	613	501
YDL186W	2	5	3	6	2	2
YDL185W	21249	17627	17283	17631	16029	15026
YDL184C	4727	3919	5089	2238	1817	1501
YDL183C	83	97	61	187	162	114
YDL182W	1198	914	1030	429	526	501
YDL181W	163	107	61	165	150	167
YDL180W	382	329	246	465	426	361
YDL179W	234	197	295	228	263	239
YDL178W	970	713	701	586	613	619
YDL177C	90	87	69	98	119	99
YDL176W	236	154	194	375	366	336
YDL175C	200	165	176	339	342	292
YDL174C	1002	913	677	1203	1156	993
YDL173W	1181	948	778	1379	1314	1229
YDL171C	7596	5897	5818	889	794	797
YDL170W	244	182	146	322	322	312
YDL169C	83	50	17	211	201	184
YDL168W	584	505	426	693	578	556
YDL167C	572	523	774	565	725	760
YDL166C	312	238	257	203	229	207
YDL165W	540	436	421	502	488	451
YDL164C	548	445	437	648	616	567
YDL161W	830	681	509	910	813	813
YDL160C-A	111	94	97	106	106	112
YDL160C	2789	2093	1646	2123	2210	1959
YDL159W-A	2	0	0	1	0	0
YDL159W	343	278	272	486	480	419
YDL157C	689	549	637	796	761	692
YDL156W	193	171	176	241	262	275
YDL155W	416	339	392	549	642	598
YDL154W	181	140	169	133	157	136
YDL153C	255	244	215	176	199	197
YDL150W	725	650	743	677	832	786
YDL149W	388	272	253	638	562	484
YDL148C	1466	1212	1339	1091	1165	1139
YDL147W	3561	2778	2341	3220	3217	2843
YDL146W	480	380	286	557	435	421
YDL145C	8714	6887	6802	6775	6850	6369
YDL144C	356	356	280	379	366	393
YDL143W	3454	2871	2642	2729	2857	2732
YDL142C	231	192	133	263	219	198
YDL141W	729	582	603	705	654	649
YDL140C	3554	2182	2228	2564	2295	2678
YDL139C	145	115	85	189	186	171
YDL138W	257	215	207	495	470	484
YDL137W	2190	1765	1661	3473	3069	2789
YDL136W	1463	1135	1325	537	543	575
YDL135C	977	813	751	1092	1008	963
YDL134C	1732	1264	1071	2153	1962	1880
YDL133C-A	3254	2824	3517	1960	1462	1344
YDL133W	481	392	386	1015	882	826
YDL132W	1635	1278	1182	1675	1595	1574
YDL131W	1445	1150	1118	1211	1259	1221
YDL130W-A	472	321	151	741	557	563
YDL130W	7382	6181	5886	2563	2865	2544
YDL129W	234	215	234	336	351	303
YDL128W	1196	962	868	1053	1119	1046
YDL127W	202	173	244	254	297	275
YDL126C	14841	12409	10545	13076	12251	11515
YDL125C	1648	1449	1565	1803	1768	1652
YDL124W	3237	2581	1997	7501	6680	5993
YDL123W	290	233	196	563	482	531
YDL122W	1680	1492	1439	2072	1940	1957
YDL121C	802	688	762	705	697	703
YDL120W	593	491	453	338	397	335
YDL119C	218	177	148	263	232	211
YDL118W	1	0	0	2	0	2
YDL117W	1015	763	827	1080	1073	1044
YDL116W	1031	826	873	993	959	917
YDL115C	357	294	220	439	405	305
YDL114W	1	7	0	15	8	7
YDL113C	891	719	496	1351	1186	1004
YDL112W	1425	1123	1353	982	959	1039
YDL111C	696	596	677	702	765	837
YDL110C	467	362	145	1016	901	824
YDL109C	245	217	170	358	322	326
YDL108W	382	319	280	424	384	312
YDL107W	200	173	125	171	169	129
YDL106C	445	355	262	530	466	444
YDL105W	116	90	107	195	169	181
YDL104C	108	92	81	72	85	78
YDL103C	1225	944	749	1000	976	906
YDL102W	573	478	585	673	715	612
YDL101C	274	196	242	504	451	471
YDL100C	4942	4147	4115	4341	4149	3952
YDL099W	481	398	317	525	547	501
YDL098C	137	132	117	145	141	119
YDL097C	2157	1674	1304	2015	1874	1795
YDL095W	4880	3932	3993	4279	4036	3959
YDL093W	653	501	617	907	824	808
YDL092W	684	552	548	552	633	528
YDL091C	398	304	254	345	300	285
YDL090C	338	305	234	261	283	249
YDL089W	421	276	211	308	291	304
YDL088C	669	555	558	790	815	797
YDL087C	201	173	179	296	336	316
YDL086W	958	730	679	682	733	673
YDL085C-A	392	325	427	352	361	344
YDL085W	22	13	7	65	49	63
YDL084W	8883	7010	7972	5304	4968	4694
YDL083C	11286	8810	9167	4025	4624	4079
YDL082W	10390	8612	9221	4839	5358	4939
YDL081C	11771	10004	10680	6546	5947	5610
YDL080C	517	434	342	489	503	436
YDL079C	261	163	31	267	122	100
YDL078C	1831	1376	1243	1567	1494	1372
YDL077C	734	609	530	845	780	686
YDL076C	509	373	301	622	551	537
YDL075W	11966	9996	9631	5185	5595	5318
snR63	5768	6200	6342	7701	5246	4490
YDL074C	1065	885	968	1063	1111	1173
YDL073W	390	276	344	399	418	390
YDL072C	2687	2158	1684	3608	2720	2519
YDL070W	2346	1770	1658	3187	2863	2586
YDL069C	137	87	100	106	129	94
YDL067C	483	375	320	369	373	367
YDL066W	3600	2912	2996	2796	2957	2765
YDL065C	359	305	277	333	378	359
YDL064W	786	601	589	493	483	494
YDL063C	1320	1131	1261	1174	1417	1338
YDL061C	2469	2120	2017	1161	1225	1114
YDL060W	1879	1613	1776	1737	1849	1845
YDL059C	134	85	65	213	179	162
YDL058W	1537	1202	1506	1618	1541	1523
YDL057W	141	113	109	242	236	219
YDL056W	546	487	503	882	900	814
YDL055C	24029	19352	18760	15392	14926	13478
tK(UUU)D	1	3	1	8	7	5
YDL054C	411	339	284	687	633	590
YDL053C	663	512	439	715	704	728
YDL052C	798	653	584	1143	1092	1135
YDL051W	2157	1829	1810	1459	1687	1557
YDL049C	135	100	80	229	172	190
YDL048C	1460	1196	694	659	673	662
YDL047W	1156	910	860	1102	1170	1082
YDL046W	1104	988	802	1059	1118	972
YDL045W-A	383	293	294	312	322	284
YDL045C	560	399	350	604	540	533
YDL044C	161	117	139	182	201	190
YDL043C	212	171	182	139	194	184
YDL042C	305	274	267	217	275	258
YDL040C	3545	2903	2954	1866	2038	1849
YDL039C	674	337	304	179	188	409
YDL037C	186	109	145	54	51	128
YDL036C	501	459	523	391	474	479
YDL035C	1286	970	851	1682	1545	1443
YDL033C	262	232	252	386	441	383
YDL031W	1647	1423	1899	1946	1920	1970
YDL030W	231	201	194	206	229	211
YDL029W	2891	2445	2004	3408	3118	2992
YDL028C	621	460	439	841	782	775
YDL027C	543	393	319	656	683	546
YDL025C	1181	924	480	966	860	761
YDL024C	45	46	34	113	74	83
tA(AGC)D	0	0	0	0	0	1
YDL022W	4894	3846	2140	3365	3123	3133
YDL021W	212	172	120	624	531	476
YDL020C	847	700	591	4222	3699	3499
YDL019C	1632	1260	942	1585	1289	1178
YDL018C	436	289	295	387	347	354
YDL017W	232	233	181	352	292	247
YDL015C	2490	1884	2079	1897	1742	1706
YDL014W	3177	2827	2827	2424	2721	2686
YDL013W	630	500	389	996	952	795
YDL012C	670	553	588	1037	1134	1103
YDL010W	294	244	225	555	474	486
YDL008W	332	300	310	285	279	272
tT(AGU)D	1	3	0	1	1	3
YDL007C-A	0	0	0	3	1	2
tS(AGA)D1	0	0	0	0	0	0
YDL007W	2218	1899	1655	1900	1757	1700
YDL006W	359	287	260	282	319	299
YDL005C	520	417	343	466	413	399
YDL004W	1236	1002	871	1183	1150	985
YDL003W	298	274	362	240	311	312
YDL002C	535	382	371	510	519	483
YDL001W	192	166	168	253	257	239
YDR001C	3001	2269	1694	5783	4982	4854
YDR002W	5227	4259	3914	4486	4133	3942
YDR003W	402	327	230	739	589	546
YDR003W-A	74	56	36	112	99	111
YDR004W	174	156	152	289	244	266
YDR005C	554	437	415	611	563	503
YDR006C	918	730	715	1569	1589	1694
YDR007W	438	383	386	368	404	374
YDR009W	61	54	29	80	69	53
YDR011W	1922	1562	1928	2253	1977	1949
YDR012W	3437	2716	2218	1037	1164	1000
YDR013W	177	159	143	185	158	175
YDR014W	225	150	187	317	331	276
YDR014W-A	20	17	10	62	57	53
YDR016C	215	189	207	159	112	111
YDR017C	949	845	995	1287	1415	1331
YDR018C	39	21	20	164	145	126
YDR019C	1002	684	514	1027	970	891
YDR020C	136	110	120	107	142	161
YDR021W	212	188	290	283	326	292
YDR022C	105	88	79	127	145	119
tV(UAC)D	0	2	2	3	1	1
YDR023W	11574	9576	8734	7541	7263	6494
YDR025W	11704	9874	10035	4315	5008	4469
YDR026C	455	337	372	576	618	584
YDR027C	595	554	480	692	725	656
YDR028C	3154	2527	2029	3783	3240	3108
YDR030C	56	63	55	112	106	107
YDR031W	121	123	148	174	159	152
YDR032C	1312	996	888	1960	1720	1579
YDR033W	6097	4804	5140	2261	2464	2422
YDR034C	691	576	508	809	801	767
tL(UAA)D	0	2	0	11	10	6
YDR034C-A	0	0	0	3	3	2
tQ(UUG)D1	2	0	0	3	0	0
YDR034W-B	71	70	49	482	344	283
YDR035W	2692	2103	1906	1908	1941	1813
YDR036C	679	526	486	761	788	673
YDR037W	15238	12857	13452	7923	7943	7433
YDR038C	189	146	178	198	212	212
YDR039C	0	0	0	0	0	0
YDR040C	95	59	88	136	110	86
YDR041W	559	456	462	529	469	445
YDR042C	48	43	26	56	65	59
snR47	254	215	221	257	200	167
YDR043C	226	213	231	717	579	494
YDR044W	1507	1323	1271	988	1208	1160
YDR045C	301	241	319	336	346	308
YDR046C	795	694	1011	1385	1498	1490
YDR047W	572	529	539	500	465	426
YDR049W	459	397	392	651	686	721
YDR050C	36130	28930	30421	19371	18583	17667
YDR051C	297	298	297	340	430	384
YDR052C	548	434	440	753	803	807
YDR054C	1507	1155	933	2039	1966	1783
YDR055W	2307	1867	1892	8095	6257	5832
YDR056C	800	644	622	1048	1036	1016
YDR057W	464	364	336	651	646	606
YDR058C	140	110	84	297	276	256
tR(UCU)D	0	0	0	0	0	0
tD(GUC)D	0	2	0	0	1	1
YDR059C	206	177	112	542	437	373
YDR060W	3012	2465	3043	2296	2564	2703
YDR061W	696	533	586	846	809	752
YDR062W	3143	2426	2280	3573	3235	3158
YDR063W	335	297	264	164	145	126
YDR064W	15472	13246	16381	5820	5880	5484
YDR065W	288	257	239	288	283	250
YDR066C	96	81	105	127	127	88
YDR067C	480	354	229	402	301	288
YDR068W	441	355	314	306	278	291
YDR069C	383	245	243	656	591	506
YDR070C	296	178	40	349	295	283
YDR071C	1703	1319	1245	1293	1207	1146
YDR072C	1110	921	932	1853	1650	1341
YDR073W	550	413	328	458	473	408
YDR074W	8827	6867	3215	6772	5149	4619
YDR075W	183	165	240	230	288	251
YDR076W	86	72	73	97	116	95
YDR077W	13080	9418	6043	14811	13811	13903
YDR078C	34	24	37	61	75	52
YDR079W	218	171	155	169	168	179
YDR079C-A	79	59	118	103	80	98
YDR080W	481	385	376	594	574	523
YDR081C	401	381	443	592	614	629
YDR082W	171	165	166	329	321	245
YDR083W	682	634	685	421	492	497
YDR084C	500	405	329	464	431	375
YDR085C	1708	1271	467	2004	1269	990
YDR086C	1961	1514	1850	1611	1591	1496
YDR087C	1062	892	862	678	760	734
YDR088C	269	217	214	445	397	388
tR(ACG)D	3	5	2	13	4	3
YDR089W	440	261	204	496	445	396
YDR090C	361	277	266	461	451	442
YDR091C	3333	2668	2955	848	950	1063
YDR092W	707	573	551	910	894	850
YDR093W	2209	1727	1746	2379	2374	2342
YDR096W	1268	887	418	932	726	574
YDR097C	1098	882	868	943	1019	961
YDR098C	1112	895	896	916	925	902
tQ(UUG)D2	0	0	0	1	0	0
YDR099W	6447	5018	4120	7590	6710	6254
YDR100W	462	344	305	449	350	318
YDR101C	2307	2089	2228	1822	1872	1881
YDR103W	629	473	449	898	836	786
YDR104C	344	273	270	656	526	565
YDR105C	573	460	447	707	680	657
YDR106W	22	20	26	29	19	25
tI(AAU)D	0	0	0	1	0	0
YDR107C	325	226	200	482	396	436
YDR108W	278	213	208	420	387	379
YDR109C	266	222	182	344	374	335
YDR110W	256	227	289	398	397	374
YDR111C	454	364	276	620	589	542
YDR113C	194	158	181	237	280	238
YDR114C	0	2	3	2	4	2
YDR115W	361	282	308	359	387	317
YDR116C	480	380	364	354	403	388
YDR117C	517	477	428	472	439	404
YDR118W	174	110	159	233	225	220
YDR119W	1592	1376	1491	793	806	872
YDR119W-A	101	56	20	23	17	12
YDR120C	1328	1123	1215	982	1132	1054
YDR121W	258	235	229	220	295	282
YDR122W	2059	1518	1166	2782	2442	2350
YDR123C	511	505	442	537	459	378
YDR124W	171	170	113	177	145	113
YDR125C	231	157	156	335	274	254
YDR126W	121	99	116	212	169	162
YDR127W	4496	3698	3906	2445	2351	2272
YDR128W	1168	857	784	1254	1126	1141
YDR129C	6008	4892	4217	6611	6187	5732
YDR130C	170	162	187	332	318	330
YDR131C	276	190	204	323	256	244
YDR132C	193	130	105	222	183	197
YDR135C	4336	3388	3790	5175	4623	4471
YDR137W	627	547	508	705	646	650
YDR138W	595	515	560	852	804	761
YDR139C	675	512	532	677	584	569
YDR140W	346	288	269	303	327	361
YDR141C	1347	1061	1148	1846	1606	1581
YDR142C	346	282	255	403	405	313
YDR143C	567	456	470	547	623	551
YDR144C	1236	1106	1247	705	817	822
YDR145W	1187	992	923	1236	1271	1155
YDR146C	420	349	352	393	380	376
YDR147W	263	196	296	513	539	513
YDR148C	1738	1264	1076	1520	1366	1201
YDR150W	2282	1730	1748	2444	2392	2471
YDR151C	484	461	378	366	378	422
YDR152W	989	858	759	1087	1141	1028
YDR153C	705	629	549	1099	1119	1074
YDR155C	19790	16184	16687	16174	16392	15314
YDR156W	656	498	540	596	720	621
YDR158W	1484	1242	1028	657	695	701
YDR159W	651	526	560	929	874	898
YDR160W	440	339	312	495	443	437
YDR161W	1142	1007	917	800	899	832
YDR162C	169	180	146	234	208	219
YDR163W	98	90	77	136	136	100
YDR164C	734	583	573	801	757	795
YDR165W	1240	915	1113	735	778	771
YDR166C	638	546	514	731	673	618
YDR167W	193	180	182	183	200	193
YDR168W	1898	1498	1325	1910	1724	1661
YDR169C	457	361	309	606	490	513
YDR169C-A	2	3	2	3	1	3
YDR170C	4624	3512	3715	3595	3083	3210
tQ(UUG)D3	0	0	0	0	0	0
YDR171W	3330	3228	1853	5735	5605	5788
YDR172W	6432	5470	5870	5641	6015	5738
YDR173C	140	103	109	174	166	160
YDR174W	2509	2049	1869	1854	1880	1643
YDR175C	482	391	368	453	453	413
YDR176W	676	634	608	680	660	645
YDR177W	814	687	652	932	952	793
YDR178W	318	246	171	187	160	119
YDR179C	25	16	38	55	54	36
YDR179W-A	156	113	138	192	186	167
YDR180W	434	294	453	540	577	586
YDR181C	361	290	251	489	420	343
YDR182W	983	706	661	795	731	685
YDR182W-A	42	29	29	34	26	33
YDR183W	113	91	104	114	114	116
YDR184C	483	384	504	567	693	657
YDR185C	80	69	57	69	62	85
YDR186C	1251	1027	989	2929	3051	2915
YDR188W	2949	2353	2240	2149	2166	2160
YDR189W	1156	949	923	1066	1154	1039
YDR190C	2034	1647	1516	2084	2071	1910
YDR191W	99	79	86	139	142	140
YDR192C	259	244	241	396	498	433
YDR194C	2702	2133	2221	1985	2025	1951
YDR194W-A	0	0	0	0	0	1
YDR195W	222	186	183	241	215	218
YDR196C	398	320	280	285	263	214
YDR197W	345	265	237	350	341	344
YDR198C	261	195	214	269	314	301
YDR200C	430	311	277	498	456	432
YDR201W	172	159	140	147	138	119
YDR202C	496	412	345	540	475	475
YDR204W	607	459	366	650	630	638
YDR205W	213	173	183	289	240	295
YDR206W	1057	819	918	947	962	1003
YDR207C	354	245	261	354	353	393
YDR208W	946	804	645	1161	1149	1156
YDR210W	951	788	954	1441	1485	1480
tI(UAU)D	5	11	8	15	9	7
YDR211W	2526	2134	2087	2520	2485	2420
YDR212W	4849	3953	3677	3137	2951	2740
YDR213W	1204	1083	943	4520	3800	3361
YDR214W	1662	1383	1449	1803	1937	1899
YDR216W	897	571	295	1733	1302	1319
YDR217C	933	773	853	1214	1259	1162
YDR218C	15	12	4	112	98	70
YDR219C	545	425	320	552	519	434
YDR221W	870	711	752	961	920	909
YDR222W	213	171	249	149	185	182
YDR223W	52	19	36	186	171	196
YDR224C	5356	4337	3463	2148	2309	2163
YDR225W	4971	4304	3472	3046	2895	2599
YDR226W	7969	6328	6054	4883	4819	4507
YDR227W	580	408	468	893	852	854
YDR228C	256	227	283	452	456	477
YDR229W	388	371	278	547	585	516
YDR231C	305	224	151	400	393	368
YDR232W	2978	2454	2230	2209	2452	2423
YDR233C	4680	4028	4017	3851	4135	4177
YDR234W	1671	1329	1353	481	633	621
YDR235W	363	274	328	391	375	391
YDR236C	356	267	251	240	249	221
YDR237W	759	577	590	428	441	396
YDR238C	6486	5245	4895	5399	5043	4759
YDR239C	412	351	403	593	573	565
YDR240C	219	216	245	276	302	326
tY(GUA)D	2	2	2	3	7	2
YDR242W	279	196	181	175	164	164
YDR243C	266	272	249	334	402	346
YDR244W	410	293	313	535	600	485
YDR245W	1374	1187	1217	1246	1195	1191
YDR246W	468	375	283	474	516	461
YDR246W-A	11	9	3	11	21	14
YDR247W	933	743	405	586	559	429
YDR248C	379	285	336	340	345	326
YDR249C	170	107	143	311	325	265
YDR251W	2034	1422	1075	2132	1809	1611
YDR252W	85	58	72	82	85	96
YDR253C	13	3	10	50	53	51
YDR254W	121	101	106	151	156	113
YDR255C	456	342	246	547	455	398
YDR256C	28	26	21	78	53	58
YDR257C	640	558	623	684	630	576
YDR258C	1955	1738	1170	5001	4529	4250
YDR259C	144	105	68	157	149	132
YDR260C	283	257	264	285	283	263
YDR261C	1461	1156	1096	1115	1000	917
tS(AGA)D2	2	1	0	2	3	2
tG(GCC)D2	12	8	4	53	61	41
YDR262W	813	625	577	2893	2633	2502
YDR263C	82	68	78	172	139	161
YDR264C	1741	1334	1448	3764	3350	3357
YDR265W	394	294	220	537	429	389
YDR266C	641	422	530	414	442	446
YDR267C	295	244	194	186	175	193
YDR268W	278	233	203	273	311	310
YDR270W	240	226	219	877	776	786
YDR272W	592	491	391	555	437	403
YDR273W	30	24	30	85	81	70
YDR275W	258	230	229	493	479	559
YDR276C	3476	2727	2728	3165	2700	2542
YDR277C	1427	871	168	717	359	234
tE(CUC)D	1	0	0	3	1	1
YDR279W	406	331	328	277	271	264
YDR280W	545	456	424	571	544	513
YDR281C	53	63	71	57	62	61
YDR282C	299	260	196	247	202	164
YDR283C	1318	967	969	1488	1409	1300
YDR284C	804	608	574	694	611	610
YDR285W	205	197	156	326	298	244
YDR286C	107	87	87	137	125	88
YDR287W	292	260	200	395	385	305
YDR288W	262	217	295	296	283	323
YDR289C	323	315	258	416	376	315
YDR291W	656	531	601	695	652	609
YDR292C	1319	1089	1030	1102	1032	960
YDR293C	4943	3604	3478	4718	4041	3946
YDR294C	2075	1703	1662	1928	1828	1775
YDR295C	635	485	445	814	709	679
YDR296W	578	442	394	464	470	394
YDR297W	1258	1024	918	899	961	935
YDR298C	1123	921	770	964	891	847
YDR299W	319	305	460	522	611	696
YDR300C	1273	1037	1009	1268	1270	1250
YDR301W	933	797	900	1058	935	904
YDR302W	305	226	265	235	282	223
YDR303C	966	695	633	731	697	657
YDR304C	2531	2125	2103	1910	1930	1899
YDR305C	194	150	168	187	183	177
YDR306C	477	350	302	616	498	477
tV(CAC)D	3	5	1	5	7	5
YDR307W	488	352	374	409	424	441
YDR308C	351	305	334	275	300	335
YDR309C	377	324	332	524	535	600
YDR310C	1019	818	818	945	944	901
YDR311W	817	679	578	813	822	746
YDR312W	554	428	457	457	481	478
YDR313C	249	220	198	361	319	308
YDR314C	346	301	297	452	419	330
YDR315C	91	60	55	102	125	99
YDR316W	200	189	138	199	183	152
tF(GAA)D	0	0	1	7	10	4
YDR317W	52	27	40	79	70	54
YDR318W	162	125	113	154	120	113
YDR319C	184	131	142	323	232	262
YDR320C	465	396	330	497	507	449
YDR320C-A	289	218	295	345	278	304
YDR321W	2538	2083	2372	1758	1907	1813
YDR322W	630	556	493	543	535	484
YDR322C-A	211	157	172	179	195	156
YDR323C	111	105	128	177	183	166
YDR324C	1329	1202	1498	1212	1482	1403
YDR325W	541	411	490	840	839	769
YDR326C	1786	1300	1522	2248	2014	1885
YDR328C	2034	1697	1878	2065	2147	2098
YDR329C	962	765	526	926	851	747
YDR330W	849	709	496	1080	1015	950
YDR331W	661	504	565	527	562	543
YDR332W	411	289	283	386	394	396
YDR333C	647	571	631	895	910	860
YDR334W	1221	995	894	1451	1340	1300
YDR335W	1004	694	579	1018	906	957
YDR336W	272	242	230	269	267	228
YDR337W	561	454	439	439	416	382
YDR338C	421	305	286	481	483	450
YDR339C	747	667	562	603	665	609
tX(XXX)D	4	2	0	13	4	12
YDR341C	5838	4728	4526	3248	3282	2994
YDR342C	1215	704	61	313	131	99
YDR343C	384	248	20	82	27	18
YDR345C	5798	4945	4599	7496	6903	6809
YDR346C	2672	2217	2018	2440	2333	2317
YDR347W	987	850	728	912	878	822
YDR348C	908	790	603	1041	1091	942
YDR349C	1332	1016	1081	1839	1745	1802
tM(CAU)D	1	0	0	0	0	0
YDR350C	668	477	398	1093	1004	935
YDR351W	628	444	497	902	948	876
YDR352W	412	345	393	392	373	402
YDR353W	6055	4984	4425	5396	5684	5164
YDR354W	933	713	608	496	532	482
YDR356W	379	335	364	409	411	380
YDR357C	253	187	252	256	226	215
YDR358W	976	760	504	1559	1371	1200
YDR359C	806	657	645	1097	1116	1047
YDR361C	1016	875	993	705	667	695
YDR362C	259	231	227	355	393	360
YDR363W	166	194	138	265	276	235
tK(CUU)D1	0	0	0	0	1	1
YDR363W-A	811	701	767	874	900	877
YDR364C	333	252	311	387	392	390
YDR365C	2759	2635	2178	4295	4807	4645
YDR366C	4	2	3	3	4	2
YDR367W	360	262	322	210	219	194
YDR368W	981	817	693	1035	1065	988
YDR369C	235	205	188	339	309	310
YDR370C	272	213	283	281	305	320
YDR371W	231	190	149	166	141	165
YDR372C	2396	1935	1836	2696	2492	2360
YDR373W	712	584	547	753	676	582
YDR374C	7	12	16	48	30	19
YDR374W-A	125	108	157	248	161	200
YDR375C	411	351	315	333	341	351
YDR376W	648	457	445	761	700	654
YDR377W	765	568	551	673	660	616
YDR378C	684	573	685	809	742	689
YDR379W	565	437	421	861	760	755
YDR379C-A	99	80	120	346	335	294
YDR380W	1437	1078	1117	7846	7708	8092
YDR381W	3618	2977	2830	2740	2925	2575
YDR381C-A	122	101	107	266	229	206
YDR382W	13366	10748	10330	6541	6765	6067
YDR383C	216	143	130	188	156	141
YDR384C	778	778	623	408	439	366
YDR385W	6355	5239	5191	2996	2896	2548
YDR386W	218	176	152	254	256	200
YDR387C	393	337	292	433	354	328
YDR388W	2698	2130	1866	2436	2581	2418
YDR389W	1151	907	762	1628	1436	1332
YDR390C	672	488	446	564	633	585
tG(CCC)D	1	2	2	1	0	0
YDR391C	735	563	420	1180	957	882
YDR392W	274	255	204	360	325	329
YDR393W	469	361	323	347	382	378
YDR394W	2924	2345	1896	2645	2603	2392
YDR395W	2941	2450	2565	2608	2641	2648
YDR397C	720	601	544	771	780	710
YDR398W	1149	1123	1155	1347	1446	1440
YDR399W	1687	1438	1393	562	654	548
YDR400W	773	551	525	377	447	414
YDR402C	18	13	9	24	26	31
YDR403W	55	37	59	88	66	50
YDR404C	900	706	661	719	789	624
YDR405W	520	394	278	468	506	454
YDR406W	676	444	332	598	549	479
YDR407C	925	677	863	1210	1116	1103
YDR408C	881	694	650	457	445	411
YDR409W	289	235	210	400	348	362
YDR410C	294	214	246	232	195	240
YDR411C	598	471	464	611	619	598
YDR412W	431	404	379	391	372	416
YDR414C	234	174	164	96	137	111
YDR415C	361	343	284	422	337	361
YDR416W	526	437	477	611	582	491
YDR418W	15025	12014	12724	4194	4773	4574
YDR419W	256	182	219	386	389	386
tS(AGA)D3	2	3	5	2	0	2
YDR420W	705	465	530	791	695	947
YDR421W	621	537	358	667	594	548
YDR422C	841	679	697	1109	1057	1029
YDR423C	584	498	363	1054	1063	952
YDR424C	259	243	275	327	274	293
YDR425W	359	259	220	485	460	418
